Participant ID
melisa
Reaction Time (seconds)
3.929171
-9.480025
-12.82584
-12.18294
-3.454501
-10.72794
-10.07543
-1.36603
-8.665403
-7.998434
-9.446984
-12.81239
-12.19046
-7.596825
-11.01846
-10.4231
-3.88824
-6.180672
-5.523415
